ID;DAN;LETO;DAN_V_TEDNU;TEDEN;DAN_V_MESECU;DATUM;PRA_DAN;PRA_PRED;PRA_NASL;PRA;BDP1;BDP2;BDP3;URA_VEC;URA_MANJ;MIN_VREDNOST;MAX_VREDNOST;STEVEC;MIN_PRET_TED;MAX_PRET_TED;TEMP_MIN;TEMP_MAX;MIN_VRED_LM1;MAX_VRED_LM1;PMIN_VRED_LM1;PMAX_VRED_LM1;RPMIN_VRED_LM1;RPMAX_VRED_LM1
4483;96;2012;4;14;5;5.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;866290,032;1435495,01;24;846832,5104;1382697,201;8,34;18,32;866881,3068;1416712,398;873007,0808;1432753,447;844326,9988;1385684,543
4484;97;2012;5;14;6;6.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;904253,5649;1557226,2;24;894458,4273;1436726,762;9,84;16,3;918602,7652;1490934,504;921215,4731;1495966,016;890951,6461;1446820,449
4485;98;2012;6;14;7;7.04.2012;0;0;1;1;9244;-3,5;-1,5;0;0;788211,891;1220184,4;24;797603,958;1174258,593;7,58;14,48;820462,491;1209704,148;824862,981;1220486,763;797764,5319;1180391,257
4486;99;2012;7;14;8;8.04.2012;1;0;1;1;9244;-3,5;-1,5;0;0;686420,383;1057446,44;24;743161,9038;1218662,004;2,52;8,02;747018,423;1185078,971;757045,5377;1196278,464;732175,0315;1156978,25
4487;100;2012;1;15;9;9.04.2012;1;1;0;1;9244;-3,5;-1,5;0;0;704235,3939;1214615,7;24;819924,2966;1476831,092;-2,4;10,14;805495,7406;1463481,874;816380,8963;1483129,948;789561,1012;1434406,073
4488;101;2012;2;15;10;10.04.2012;0;1;0;1;9244;-3,5;-1,5;0;0;719244,8225;1358116,85;24;843434,0074;1387185,907;-1,7;15,36;833300,4229;1362632,186;839292,3687;1372644,033;811719,8845;1327549,848
4489;102;2012;3;15;11;11.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;909530,685;1504253,1;24;911614,5554;1507050,064;6,38;12,48;918504,931;1498313,255;926057,4739;1503204,457;895634,5772;1453821,092
4490;103;2012;4;15;12;12.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;887759,6974;1448602,35;24;885122,424;1466701,42;5,24;15,14;897662,5598;1477993,001;896231,3628;1454617,26;866788,3153;1406830,085
4491;104;2012;5;15;13;13.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;835137,2939;1376107,83;24;829675,9513;1428795,169;4,04;14,36;855493,5875;1379832,121;850120,4854;1373288,856;822192,2753;1328173,487
4492;105;2012;6;15;14;14.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;802659,1496;1258699,57;24;770696,0712;1193069,187;7,9;12,54;819026,0056;1236088,568;794658,4829;1186207,243;768552,3139;1147237,891
4493;106;2012;7;15;15;15.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;794662,6545;1303371,84;24;722932,1055;1113693,59;7,82;13,62;818870,085;1272581,996;776436,7743;1181214,266;750929,2259;1142408,943
4494;107;2012;1;16;16;16.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;780182,9115;1467449,96;24;689715,0765;1189572,074;8,02;13,4;817818,9475;1474720,625;752949,499;1315769,934;728213,5561;1272544,18
4495;108;2012;2;16;17;17.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;896493,093;1458020,87;24;767733,2375;1449675,291;2,26;13,52;915477,266;1475969,856;831785,0812;1359265,858;804459,2269;1314611,173
4496;109;2012;3;16;18;18.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;898694,167;1475229,95;24;890777,475;1473237,571;3,92;13,58;919976,732;1474411,799;852037,1812;1351874,102;824046,0036;1307462,251
4497;110;2012;4;16;19;19.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;916904,4116;1487504,13;24;916092,4537;1494834,34;5,26;15,5;934197,688;1484253,018;873598,6646;1442134,072;844899,1479;1394756,995
4498;111;2012;5;16;20;20.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;843800,346;1372101,53;24;844520,859;1391569,713;6,32;15,18;861599,484;1387480,059;822508,743;1335336,546;795487,6355;1291467,988
4499;112;2012;6;16;21;21.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;836068,9244;1269101,47;24;839143,6564;1315913,186;5,54;15,98;797388,518;1191516,389;796808,1513;1201927,759;770631,3613;1162441,955
4500;113;2012;7;16;22;22.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;705542,8476;1147659,6;24;690313,013;1132222,001;5,38;14,9;628657,2136;888619,51;651516,3375;963729,9005;630112,683;0
4501;114;2012;1;17;23;23.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;739815,7404;1321033,11;24;714483,2979;1343875,228;3,66;12,74;597224,7501;951763,6875;646836,7292;1112804,704;625586,8095;1076246,776
4502;115;2012;2;17;24;24.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;872765,0477;1435958,95;24;858746,0154;1396630,517;5,3;13,22;661330,5244;1099023,944;748119,9332;1278895,503;723542,6514;1236881,15
4503;116;2012;3;17;25;25.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;936137,9115;1488427,78;24;936533,9214;1537344,894;4,18;17,78;767581,5213;1160686,742;879882,8676;1400690,594;850976,9019;1354675,021
4504;117;2012;4;17;26;26.04.2012;0;0;1;1;9244;-3,5;-1,5;0;0;801464,96;1262785,05;24;812925,5608;1318818,093;7,48;19,78;674068,8342;1167637,256;769216,0637;1263525,737;743945,7305;1222016,312
4505;118;2012;5;17;27;27.04.2012;1;0;0;1;9244;-3,5;-1,5;0;0;769442,058;1028385,16;24;843800,346;1372101,534;7,72;25,4;740820,87;1223193,726;816468,33;1321953,93;789645,6625;1278525,019
4506;119;2012;6;17;28;28.04.2012;0;1;0;1;9244;-3,5;-1,5;0;0;714807,3312;1065237,01;24;872419,7472;1324279,795;7,64;27,6;768815,4528;1170774,758;827049,808;1226855,094;799879,5172;1186550,376
4507;120;2012;7;17;29;29.04.2012;0;0;0;0;9244;-3,5;-1,5;0;0;642391,137;971156,62;24;738358,794;1201039,119;9,34;26,02;643133,835;938820,267;672104,568;989280,84;650024,5477;0
4508;121;2012;1;18;30;30.04.2012;0;0;1;1;9244;-3,5;-1,5;0;0;675101,1264;1046342,43;24;816348,4032;1457691,706;10,18;25,38;655818,432;1143301,296;703822,5536;1205571,734;680700,5321;1165966,218
4509;122;2012;2;18;1;1.05.2012;1;0;1;1;9244;-3,5;-1,5;0;0;626321,8136;879840,94;24;882355,8724;1451738,72;9,9;26,3;713857,7436;1338386,486;749082,9091;1281352,046;724473,9916;1239256,991
4510;123;2012;3;18;2;2.05.2012;1;1;0;1;9244;-3,5;-1,5;0;0;581358,5976;958102,79;24;832122,588;1323046,912;11,06;25;811870,6552;1337682,438;772835,0931;1233458,82;747445,8674;1192937,155
4511;124;2012;4;18;3;3.05.2012;0;1;0;1;9244;-3,5;-1,5;0;0;642919,4288;1173549,44;24;820103,68;1292152,145;8,88;23,58;824050,0224;1337399,738;780086,2843;1291006,96;754458,842;1248594,72
4512;125;2012;5;18;4;4.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;803627,0088;1323890,3;24;837836,9076;1119797,176;9,86;21,1;922272,1592;1475649,161;880834,7473;1433353,178;851897,5104;1386264,571
4513;126;2012;6;18;5;5.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;788699,3352;1196810,99;24;729699,1506;1087429,452;8,72;20,38;898615,4786;1292853,848;854523,5113;1262583,137;826450,6527;1221104,679
4514;127;2012;7;18;6;6.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;678786,1016;1123793,23;24;656666,4956;992737,8772;10,86;18,54;731177,958;1123495,416;705518,6765;1091074,65;682340,9339;1055230,599
4515;128;2012;1;19;7;7.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;784104,4926;1485553,27;24;696198,0366;1079040,63;10,26;17,42;821537,6895;1467666,654;771040,7958;1373043,603;745710,5165;1327936,29
4516;129;2012;2;19;8;8.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;778709,9232;1291467,32;24;599090,4304;1323046,912;7,68;22,08;827193,3912;1333935,108;775882,3248;1323290,162;750392,9913;1279817,352
4517;130;2012;3;19;9;9.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;791153,132;1297298,75;24;581358,5976;958102,7896;8,78;24,02;824339,9384;1330972,474;820247,4163;1333275,129;793300,598;1289474,293
4518;131;2012;4;19;10;10.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;789181,1325;1306751,14;24;635613,5262;1160213,652;9,88;25,98;817072,3407;1325592,83;813598,2857;1321744,116;786869,9051;1278322,097
4519;132;2012;5;19;11;11.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;908273,5398;1487484,32;24;811827,2844;1337399,385;10,56;27,36;922882,5144;1507717,787;923559,3279;1499830,009;893218,5004;1450557,502
4520;133;2012;6;19;12;12.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;780440,5283;1173664,78;24;716267,7636;1086899,773;12;28,68;799295,027;1180366,736;803403,0119;1175747,26;777009,567;1137121,539
4521;134;2012;7;19;13;13.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;729375,6765;1194850,79;24;700920,431;1160438,661;7,12;15,5;751689,951;1228851,429;742923,465;1183462,418;718516,8979;1144583,238
4522;135;2012;1;20;14;14.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;744894,2415;1374113,92;24;736583,0082;1395519,74;7;14,5;765861,5193;1383196,226;769192,4352;1392295,101;743922,8783;1346555,337
4523;136;2012;2;20;15;15.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;792415,8352;1298433,6;24;778709,9232;1291467,32;5,78;18,78;817633,1328;1355739,607;825507,3464;1355512,62;798387,7286;1310981,237
4524;137;2012;3;20;16;16.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;868977,9462;1545054,65;24;881056,897;1444719,058;5,94;12,22;918228,4342;1482439,846;920769,3945;1499023,641;890520,2221;1449777,625
4525;138;2012;4;20;17;17.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;814148,632;1315381,51;24;798252,18;1321771,273;4,52;16,66;818335,9712;1332580,462;830137,4165;1351263,385;802865,6914;1306871,597
4526;139;2012;5;20;18;18.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;838575,7198;1349580,87;24;834877,6982;1367283,563;2,46;17,94;842083,0873;1379767,216;853974,9673;1396438,61;825920,1295;1350562,724
4527;140;2012;6;20;19;19.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;843259,9164;1226422,31;24;850592,4859;1279162,736;4,1;21,56;866269,3349;1278168,641;868259,0765;1293846,088;839734,9763;1251340,578
4528;141;2012;7;20;20;20.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;648944,7624;1036546,62;24;667954,5669;1094231,773;6,58;23,66;661254,6969;1063602,188;673867,7278;1082718,219;651729,784;1047148,694
4529;142;2012;1;21;21;21.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;686528,5142;1322547,96;24;688826,933;1270685,991;11,98;17,42;712013,6596;1308468,655;709454,7783;1296821,03;686147,7266;1254217,786
4530;143;2012;2;21;22;22.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;758205,933;1324407,28;24;765401,659;1254168,821;10,12;15,36;803342,259;1329924,629;796544,1035;1322289,09;770375,9879;1278849,168
4531;144;2012;3;21;23;23.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;855077,2377;1395649,76;24;824642,3367;1466225,333;12,52;23,4;878816,613;1454227,459;877219,1737;1438630,733;848400,7158;1391368,748
4532;145;2012;4;21;24;24.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;810890,1517;1346047,58;24;823400,321;1330329,031;13,36;25,34;855221,5323;1396066,3;845815,0511;1383172,244;818028,2834;1337732,185
4533;146;2012;5;21;25;25.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;882060,7021;1433480,17;24;893866,4266;1438564,223;11,04;23,2;928999,555;1517534,736;919578,9894;1501509,382;889368,9242;1452181,704
4534;147;2012;6;21;26;26.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;809561,576;1223253,69;24;825873,114;1201135,255;8,74;20,72;849482,286;1289749,878;852039,819;1278375,081;824048,5548;1236377,825
4535;148;2012;7;21;27;27.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;615527,789;1012928,25;24;634026,492;1012717,965;7,72;22,44;656511,4145;1034834,226;657912,7415;1050235,503;636298,9519;1015733,102
4536;149;2012;1;22;28;28.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;675570,1825;1252993,35;24;678545,6245;1307169,5;9,48;22,72;699900,523;1287759,639;702367,1748;1299653,783;679292,9655;1256957,477
4537;150;2012;2;22;29;29.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;801226,998;1330379,61;24;802806,282;1402313,589;10,78;23,56;843385,527;1405505,043;846702,06;1410256,293;818886,1522;1363926,467
4538;151;2012;3;22;30;30.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;793352,0936;1322709,34;24;809105,3432;1320614,83;10,28;25,84;834070,4944;1376641,323;834598,7907;1379252,797;807180,5002;1333941,499
4539;152;2012;4;22;31;31.05.2012;0;0;0;0;9244;-3,5;-1,5;0;0;889562,0225;1471690,22;24;883779,1541;1467040,62;13,14;23,76;931405,3102;1532084,494;930541,231;1520271,429;899971,0336;1470327,379
4540;153;2012;5;22;1;1.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;810727,896;1329438,61;24;800220,0184;1300476,857;14,54;24,44;845645,856;1375569,307;837832,3976;1364620,327;810307,8765;1319789,736
4541;154;2012;6;22;2;2.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;813037,6404;1234675,6;24;801039,8752;1210377,332;15,06;21,16;849195,0694;1279944,288;840216,6876;1268187,815;812613,8376;1226525,231
4542;155;2012;7;22;3;3.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;672198,921;1098384,58;24;651735,306;1072512,261;14,84;24,94;710654,157;1140057,234;698793,408;1117585,104;675836,6043;1080870,13
4543;156;2012;1;23;4;4.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;785207,9093;1429685,78;24;770944,7965;1429886,525;13,9;22,6;802779,4981;1504011,025;798737,0522;1490374,859;772496,8938;1441412,973
4544;157;2012;2;23;5;5.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;850573,95;1404164,14;24;845739,609;1404289,592;12,06;21,82;893129,7985;1495836,589;895089,43;1483880,753;865683,8974;1435132,212
4545;158;2012;3;23;6;6.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;880767,3266;1447291,12;24;883505,7406;1473017,224;9,04;22,88;933402,6366;1542468,638;928653,9519;1538677,508;898145,7555;1488128,781
4546;159;2012;4;23;7;7.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;819205,407;1356138,67;24;825366,825;1365485,769;11,54;24,94;861145,056;1398409,227;863509,446;1416942,612;835141,3809;1370393,127
4547;160;2012;5;23;8;8.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;801842,9056;1320212,41;24;810727,896;1329438,607;15,78;27,38;825047,6168;1341559,129;840411,3637;1366492,535;812802,1183;1321600,439
4548;161;2012;6;23;9;9.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;791329,076;1208613,11;24;795738,9672;1208405,906;14,96;22,14;813235,5916;1221882,921;828263,4267;1235592,685;801053,266;1195000,918
4549;162;2012;7;23;10;10.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;717060,551;1181256,83;24;709543,3055;1159405,945;15;22,84;728962,797;1179046,321;740106,886;1196050,605;715792,8494;1156757,877
4550;163;2012;1;24;11;11.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;718943,976;1350757,15;24;728543,421;1326512,583;14,52;21,04;737370,603;1389481,749;743724,153;1381107,264;719291,2817;1335735,044
4551;164;2012;2;24;12;12.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;900611,6229;1526872,66;24;886387,59;1463286,845;12,24;18,86;939872,8746;1534205,099;932972,7924;1548442,847;902322,7132;1497573,307
4552;165;2012;3;24;13;13.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;803364,876;1337699,39;24;808867,953;1329144,903;10,86;21,18;848303,253;1414732,086;855133,896;1429248,057;827040,985;1382294,313
4553;166;2012;4;24;14;14.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;884524,8622;1468543,4;24;892023,6654;1476684,325;10,34;23,42;942098,8136;1558087,751;948155,7657;1559286,461;917006,8945;1508060,687
4554;167;2012;5;24;15;15.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;853341,1955;1383983,58;24;865625,864;1425229,302;10,12;26,64;918197,2585;1492308,764;910420,4983;1480110,757;880511,3085;1431486,068
4555;168;2012;6;24;16;16.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;744196,106;1125523,92;24;765524,867;1169201,811;11,6;29,12;813022,3514;1192003,798;780210,1073;1141096,05;754578,5972;1103608,693
4556;169;2012;7;24;17;17.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;658584,0448;1061192,88;24;664224,5104;1094216,851;12,4;30,34;686606,492;1116869,829;674271,4352;1082139,667;652120,2288;1046589,148
4557;170;2012;1;25;18;18.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;759701,4106;1463096,74;24;750897,0416;1410790,803;14,7;30,92;782241,7834;1418737,714;771125,3841;1432417,154;745792,3259;1385359,299
4558;171;2012;2;25;19;19.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;874377,7446;1521941,82;24;855126,1874;1449757,883;16,02;31,24;881425,8834;1473905,054;891197,6064;1471284,086;861919,9282;1422949,372
4559;172;2012;3;25;20;20.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;888080,8359;1532950,28;24;830143,7052;1382289,365;16,86;32,5;888554,9964;1505007,896;887685,0806;1481584,091;858522,7961;1432911
4560;173;2012;4;25;21;21.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;883330,002;1488220,38;24;812318,751;1348662,303;18,4;32,48;885928,041;1466687,169;876535,41;1445258,994;847739,4152;1397779,257
4561;174;2012;5;25;22;22.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;935405,5872;1507062,24;24;862323,7344;1398551,827;17,7;28,24;932097,1776;1515536,285;927637,6384;1494533,101;897162,83;1445434,608
4562;175;2012;6;25;23;23.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;802374,2363;1169224,05;24;760919,614;1150816,594;15,52;26,72;757540,1652;1072823,989;793993,6853;1150034,58;767909,3563;1112253,573
4563;176;2012;7;25;24;24.06.2012;0;0;1;1;9244;-3,5;-1,5;0;0;676078,6922;1052547,15;24;666067,9544;1073251,89;14,48;28,54;668468,9519;1049168,357;677110,0717;1079020,036;654865,6102;1043572,004
4564;177;2012;1;26;25;25.06.2012;1;0;0;1;9244;-3,5;-1,5;0;0;641884,3085;964420,72;24;686964,0415;1323013,007;16,1;26,4;688130,828;1290623,051;698915,7187;1286898,753;675954,8968;1244621,477
4565;178;2012;2;26;26;26.06.2012;0;1;0;1;9244;-3,5;-1,5;0;0;760811,889;1423620,27;24;883679,6355;1538132,688;13,54;25,62;909334,3285;1499006,226;892978,4382;1487663,39;863642,256;1438790,582
4566;179;2012;3;26;27;27.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;886199,4372;1491226,57;24;935827,1174;1615366,957;12,96;26,98;946195,4978;1557309,102;932245,1521;1556461,121;901618,9774;1505328,165
4567;180;2012;4;26;28;28.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;851633,601;1417507,11;24;893144,7798;1504756,162;14,04;30,22;888246,3499;1454172,82;879169,8552;1464309,119;850287,3134;1416203,546
4568;181;2012;5;26;29;29.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;856474,0184;1417558,05;24;886686,5462;1428569,415;16,12;32,12;874882,7633;1384001,692;878424,8473;1424777,827;849566,7805;1377970,939
4569;182;2012;6;26;30;30.06.2012;0;0;0;0;9244;-3,5;-1,5;0;0;888096,1586;1314283,29;24;864095,3314;1259164,358;17,92;33,24;854159,7876;1247603,916;853968,1355;1242217,231;832270,0522;1210654,305
4570;183;2012;7;26;1;1.07.2012;0;0;0;0;9208;-3,1;-0,5;0;0;786409,8557;1227817,59;24;736849,8106;1147158,133;17,82;34,18;728538,0358;1153461,028;743591,8118;1164437,531;721875,9518;1130431,29
4571;184;2012;1;27;2;2.07.2012;0;0;0;0;9208;-3,1;-0,5;0;0;871744,7312;1600373,17;24;740054,8498;1111920,358;18,66;33,06;808523,0986;1484033,698;816455,7511;1528159,756;792611,9721;1483531,369
4572;185;2012;2;27;3;3.07.2012;0;0;0;0;9208;-3,1;-0,5;0;0;983737,237;1631855,25;24;776828,9814;1453591,221;19,16;32,84;897299,2469;1505439,03;921656,1635;1539912,571;894740,1111;1494940,955
